TestID,Timestamp,ElapsedTime,InitiatedAction,TargetType,Gun,AimStyle,Position
0,28:20.4,0.0,Destroyed,STATIC_MOTION,PISTOL,SPHERE,2.066516E-05 3.011417 10.0661
0,28:20.4,0.0,Hit,NO_TARGET,PISTOL,SPHERE,-0.05118387 3.033938 10.03686
0,28:23.9,3.5,Destroyed,STATIC_MOTION,PISTOL,SPHERE,-8.050225 3.011109 10.06468
0,28:23.9,3.5,Hit,NO_TARGET,PISTOL,SPHERE,-7.949055 2.947699 10.12219
0,28:27.0,6.6,Destroyed,STATIC_MOTION,PISTOL,SPHERE,8.042939 3.009489 10.05512
0,28:27.0,6.6,Hit,NO_TARGET,PISTOL,SPHERE,8.007745 2.978477 10.05589
0,28:29.8,9.4,Destroyed,LINEAR_MOTION,PISTOL,SPHERE,-4.165543 4.305048 29.65973
0,28:29.8,9.4,Hit,NO_TARGET,PISTOL,SPHERE,-4.133555 4.388666 29.63022
0,28:32.8,12.4,Destroyed,LINEAR_MOTION,PISTOL,SPHERE,-3.945828E-05 4.036752 19.92561
0,28:32.8,12.4,Hit,NO_TARGET,PISTOL,SPHERE,0.04263279 3.800992 19.93306
0,28:37.2,16.8,Destroyed,LINEAR_MOTION,PISTOL,SPHERE,-1.883507E-05 5.983226 9.981832
0,28:37.2,16.8,Hit,NO_TARGET,PISTOL,SPHERE,-0.1251964 5.772052 10.05224
0,28:40.5,20.1,Destroyed,CIRCULAR_MOTION,PISTOL,SPHERE,0.7993372 3.892584 29.93325
0,28:40.5,20.1,Hit,NO_TARGET,PISTOL,SPHERE,1.175118 3.758073 29.90993
0,28:43.0,22.6,Destroyed,LINEAR_MOTION,PISTOL,SPHERE,1.809348 4.22638 9.624996
0,28:43.0,22.6,Hit,NO_TARGET,PISTOL,SPHERE,1.756587 4.223866 9.60894
0,28:45.5,25.1,Hit,NO_TARGET,PISTOL,SPHERE,-1.738042 2.983217 19.79486
0,28:45.5,25.1,Destroyed,CIRCULAR_MOTION,PISTOL,SPHERE,-1.413667 3.120914 19.82984
0,28:48.9,28.5,Destroyed,LINEAR_MOTION,PISTOL,SPHERE,0.0001017451 6.338291 30.42222
0,28:48.9,28.5,Hit,NO_TARGET,PISTOL,SPHERE,0.01959345 6.33294 30.39776
0,28:51.5,31.1,Destroyed,CIRCULAR_MOTION,PISTOL,SPHERE,-1.574407 2.62036 10.37299
0,28:51.5,31.1,Hit,NO_TARGET,PISTOL,SPHERE,-1.622351 2.708696 10.32886
0,28:54.3,33.9,Destroyed,LINEAR_MOTION,PISTOL,SPHERE,0.7690182 4.365243 20.16427
0,28:54.3,33.9,Hit,NO_TARGET,PISTOL,SPHERE,0.8508502 4.549997 20.10731
0,29:12.9,52.5,Hit,NO_TARGET,RIFLE,SPHERE,0.02086297 3.086505 10.1915
0,29:12.9,52.5,Destroyed,STATIC_MOTION,RIFLE,SPHERE,-0.0002862379 3.039398 10.2251
0,29:15.9,55.5,Destroyed,STATIC_MOTION,RIFLE,SPHERE,-8.123061 3.02716 10.15582
0,29:15.9,55.5,Hit,NO_TARGET,RIFLE,SPHERE,-8.094592 2.898887 10.16851
0,29:21.0,60.6,Destroyed,STATIC_MOTION,RIFLE,SPHERE,8.102799 3.02259 10.13011
0,29:21.0,60.6,Hit,NO_TARGET,RIFLE,SPHERE,8.031208 2.972408 10.16323
0,29:27.8,67.4,Destroyed,CIRCULAR_MOTION,RIFLE,SPHERE,0.607674 1.241877 20.31848
0,29:27.8,67.4,Hit,NO_TARGET,RIFLE,SPHERE,0.7407296 1.395283 20.28939
0,29:30.9,70.5,Hit,NO_TARGET,RIFLE,SPHERE,-1.692321 4.197882 20.08264
0,29:30.9,70.5,Destroyed,LINEAR_MOTION,RIFLE,SPHERE,-1.822981 4.351178 20.0725
0,29:35.2,74.8,Hit,NO_TARGET,RIFLE,SPHERE,2.075227 4.237162 30.00158
0,29:35.2,74.8,Destroyed,LINEAR_MOTION,RIFLE,SPHERE,1.709144 4.343741 30.03652
0,29:41.5,81.1,Destroyed,LINEAR_MOTION,RIFLE,SPHERE,-1.263619E-05 6.523965 30.19714
0,29:41.5,81.1,Hit,NO_TARGET,RIFLE,SPHERE,-0.05007411 6.083291 30.24874
0,29:44.2,83.8,Destroyed,LINEAR_MOTION,RIFLE,SPHERE,2.465446 4.220079 9.60871
0,29:44.2,83.8,Hit,NO_TARGET,RIFLE,SPHERE,2.014476 4.066202 9.742907
0,29:47.0,86.6,Destroyed,CIRCULAR_MOTION,RIFLE,SPHERE,-1.455672 2.254239 29.98643
0,29:47.0,86.6,Hit,NO_TARGET,RIFLE,SPHERE,-1.268616 2.692542 29.9557
0,29:52.5,92.1,Destroyed,LINEAR_MOTION,RIFLE,SPHERE,-3.802777E-05 3.871743 20.36818
0,29:52.5,92.1,Hit,NO_TARGET,RIFLE,SPHERE,0.3830043 4.181577 20.30314
0,29:55.5,95.1,Destroyed,CIRCULAR_MOTION,RIFLE,SPHERE,-0.2088213 4.198288 10.27309
0,29:55.5,95.1,Hit,NO_TARGET,RIFLE,SPHERE,-0.1674013 4.089799 10.27885
0,30:01.1,100.7,Destroyed,LINEAR_MOTION,RIFLE,SPHERE,0.0001177788 6.980238 10.35911
0,30:01.1,100.7,Hit,NO_TARGET,RIFLE,SPHERE,-0.145993 7.204989 10.20804
1,35:29.0,0.0,Destroyed,STATIC_MOTION,PISTOL,LINE,-0.0005741575 3.06067 10.346
1,35:29.0,0.0,Hit,NO_TARGET,PISTOL,LINE,-0.05612767 3.076473 10.31776
1,35:32.6,3.6,Destroyed,STATIC_MOTION,PISTOL,LINE,-8.186618 3.040653 10.23279
1,35:35.4,6.4,Hit,NO_TARGET,PISTOL,LINE,8.371015 3.089927 10.02835
1,35:35.4,6.4,Destroyed,STATIC_MOTION,PISTOL,LINE,8.178359 3.038732 10.22336
1,35:38.7,9.7,Missed target,LINEAR_MOTION,PISTOL,LINE,
